title,location,minimum_qual,preferred_qual,responsibilities
"Optical Scientist, Advanced Optics","Redmond, WA","Currently has or is in the process of obtaining a Master's degree in the field of Optical Sciences, Physics, Electrical Engineering or similar
Experience with electromagnetic modeling and analysis of nanoscale structures, anisotropic materials, films, or holographic elements",,"Must be available to start employment on or after September 1, 2018
Experience with optical design using standard design software such as CODE V, Zemax, LightTools or FRED
Experience with multiple optical technologies in the areas such as imaging or illumination systems, light sources, thin films, polarization optics, adaptive optics, or color science
Experience with developing optics for products, design of experiment methodologies, and statistical data analysis methods and software (JMP, MATLAB, Python, etc.)
Experience with hands-on laboratory work with optics metrology tools such as interferometers, image quality testers, polarimeters, etc.
Experience in working with equipment or manufacturing partners to drive for development cycle of optical systems
Interpersonal experience: cross-group and cross-culture collaboration
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment"
Product Designer (Oculus),"Menlo Park, CA",Unity experience,,"Design skills and the proven ability to manage and lead in cross-functional environments
5+ years of experience in shipping software products
Knowledge of qualitative and quantitative methods for user research, including A/B testing frameworks
The ability to think at a high level about product strategy and vision (not just 'how it should look' but 'what we should build and why')
Experience with Android mobile
A portfolio featuring examples of both visual and interaction work"
"Tools Program Manager - Integrity, Investigations & Intelligence","Menlo Park, CA","BA/BS degree
8+ years of work experience in role involving strategy, problem solving, program management, or technical systems
2+ years of experience with SQL, data analysis, and data visualization tools
Analytical thinker who can break down problems using data and technology independently
Experience communicating to a variety of audiences from software engineers, to investigators, to managers
Experience protecting vulnerable populations
Knowledge about online safety and criminology",Capacity to thrive when faced with problems,"Develop and lead end-to-end project plans and ensure on-time delivery of initiatives
Become a technical expert on all internal tools used across Facebook and Instagram
Be the intermediary between investigators and the various engineering teams that support its tools
Analyze tools end-to-end to identify and prioritize key issues and opportunities
Help investigators define tooling needs
Identify interdependencies across teams and clarify roles or any potential issues to ensure everyone's efforts are complimentary
Work cross-functionally to help prioritize projects and communicate status, priority, and impact of product changes to stakeholders
Use data and visualization to tell a story to convince internal and external stakeholders to take action
Be the point of contact for requests regarding bugs and changes"
"Technical Program Manager, Ads","Menlo Park, CA","B.S. in Computer Science or a related technical discipline, or equivalent experience
4+ years of software engineering, systems engineering or technical product/program management experience
Communication experience and experience working with technical engineering teams to develop systems, solutions, and products
Organizational, coordination and multi-tasking experience
Analytical and problem-solving experience with systems
Experience establishing work relationships across multi-disciplinary teams and multiple partners in different time zones","Technical knowledge and/or experience in ads systems
Web or internet start-up technical management experience","Articulate the technology, requirements, goals and milestones of your team
Build subject matter expertise in your area and stay up to date on technological developments
Develop and manage cross-functional programs, facilitating relationships across Instagram and Facebook to identify risks, manage dependencies and optimize resources
Work with Product and Engineering to define your team's strategy
Drive internal process improvements across teams, remove roadblocks, and deliver on high-impact projects with a focus on efficiency, performance, and quality
Assess business impact, prioritize initiatives and drive accountability in a fast-paced environment through project planning and strong interpersonal skills"
"Data Scientist, CoreApp","Menlo Park, CA","7+ years experience doing quantitative analysis
BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Experience in SQL or other programming languages
Development experience in any scripting language (PHP, Python, Perl, etc.)
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product
Knowledgeable of statistics (e.g., hypothesis testing, regressions)
Experience manipulating data sets through statistical software (ex. R, SAS) or other methods","Advanced degrees
Experience with distributed computing (Hive/Hadoop)","Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
The Data Scientist Analytics role has work across the following four areas:
Product Operations
Forecasting and setting product team goals
Designing and evaluating experiments
Monitoring key product metrics, understanding root causes of changes in metrics
Building and analyzing dashboards and reports
Building key data sets to empower operational and exploratory analysis
Evaluating and defining metrics
Exploratory Analysis
Proposing what to build in the next roadmap
Understanding ecosystems, user behaviors, and long-term trends
Identifying new levers to help move key metrics
Building models of user behaviors for analysis or to power production systems
Product Leadership
Influencing product teams through presentation of data-based recommendations
Communicating state of business, experiment results, etc. to product teams
Spreading best practices to analytics and product teams
Data Infrastructure
Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica
Automating analyses and authoring pipelines via SQL and python based ETL framework"
"Data Scientist, Growth & Analytics","Seattle, WA","7+ years experience doing quantitative analysis
BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Experience in SQL or other programming languages
Development experience in any scripting language (PHP, Python, Perl, etc.)
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product
Knowledge of statistics (e.g., hypothesis testing, regressions)
Experience manipulating data sets through statistical software (ex. R, SAS) or other methods","Advanced degrees
Experience with distributed computing (Hive/Hadoop)","Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
The Data Scientist Analytics role has work across the following four areas:
Product Operations
Forecasting and setting product team goals
Designing and evaluating experiments
Monitoring key product metrics, understanding root causes of changes in metrics
Building and analyzing dashboards and reports
Building key data sets to empower operational and exploratory analysis
Evaluating and defining metrics
Exploratory Analysis
Proposing what to build in the next roadmap
Understanding ecosystems, user behaviors, and long-term trends
Identifying new levers to help move key metrics
Building models of user behaviors for analysis or to power production systems
Product Leadership
Influencing product teams through presentation of data-based recommendations
Communicating state of business, experiment results, etc. to product teams
Spreading best practices to analytics and product teams
Data Infrastructure
Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica
Automating analyses and authoring pipelines via SQL and python based ETL framework"
"Data Scientist, Analytics","Seattle, WA","2+ years experience doing quantitative analysis
BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field
Experience in SQL or other programming languages
Development experience in any scripting language (PHP, Python, Perl, etc.)
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product
Knowledge of statistics (e.g., hypothesis testing, regressions)
Experience manipulating data sets through statistical software (ex. R, SAS) or other methods","Advanced degrees
Experience with distributed computing (Hive/Hadoop)","Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business products
Partner with Product and Engineering teams to solve problems and identify trends and opportunities
Inform, influence, support, and execute our product decisions and product launches
The Data Scientist Analytics role has work across the following four areas:
Product Operations
Forecasting and setting product team goals
Designing and evaluating experiments
Monitoring key product metrics, understanding root causes of changes in metrics
Building and analyzing dashboards and reports
Building key data sets to empower operational and exploratory analysis
Evaluating and defining metrics
Exploratory Analysis
Proposing what to build in the next roadmap
Understanding ecosystems, user behaviors, and long-term trends
Identifying new levers to help move key metrics
Building models of user behaviors for analysis or to power production systems
Product Leadership
Influencing product teams through presentation of data-based recommendations
Communicating state of business, experiment results, etc. to product teams
Spreading best practices to analytics and product teams
Data Infrastructure
Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica
Automating analyses and authoring pipelines via SQL and python based ETL framework"
"Risk Operations Analyst, Chargebacks","Mountain View, CA","Bachelor's degree in Business, Science, Engineering, Economics or equivalent practical experience.
2+ years of work experience in the online payments ecosystem including payment processing operations, chargebacks and representments.
Experience managing vendors, including experience in testing technical solutions and relationship management.
Experience manipulating large data sets in SQL or equivalent.
Experience in at least one scripting language (PHP, Python, Perl), statistical software (R, SAS, SPSS), or data visualization tool (Tableau).",,"Act as a point of escalation and subject matter expert on chargebacks and representments. Be responsible for the end-to-end operational process and handle escalations by providing a quick resolution.
Work collaboratively with cross-functional stakeholders including but not limited to Legal, Product, Engineering, Finance and Risk to solve problems at scale.
Apply your expertise in data mining and quantitative analysis to produce timely and accurate information to assist decision-making processes within the team and cross-functionally.
Drive new operational initiatives, identify areas for system improvements and measure the business impact.
Liaison with vendors to ensure implementation of solutions and driving projects to completion.
Monitor trends and patterns across the payments platform to identify potential risks and taking appropriate action to mitigate such risk."
Product Designer (Oculus),"Menlo Park, CA",Unity experience,,"Experience designing and experience managing and leading in cross-functional environments
5+ years of experience in shipping software products
Knowledge of qualitative and quantitative methods for user research, including A/B testing frameworks
Experience thinking about product strategy and vision (not just 'how it should look' but 'what we should build and why')
Experience with Android mobile
A portfolio featuring examples of both visual and interaction work"
"Technical Program Manager (Frameworks), Building 8","Menlo Park, CA","Bachelor’s degree in Computer Science, Computer Engineering or equivalent combination of education and experience.
5+ years of experience in program management.
2+ years of coding experience in C and/or C++.
Experience managing efforts with device bring-ups and Kernel software.
Experience taking projects and break them down into pieces, develop specifications, then deliver them in a manner.
Experience in delivery and commercialization in consumer electronics.",Track record for being detail-oriented with a demonstrated experience to self-motivate and follow through on projects.,"Collecting business and systems requirements from internal and external customers.
Drafting specifications, driving project schedules from design to release, and managing the production launch.
Lead and coordinate design/implementation efforts between internal teams and outside merchants and vendors to develop optimal solutions.
Make appropriate tradeoffs to optimize time-to-market, clearly communicate goals, roles, responsibilities, and desired outcomes to internal cross-functional and remote project teams.
Anticipate bottlenecks, provide escalation management, and balance the business needs versus technical constraints."
"Privacy & Public Policy Manager, Partnerships","Washington, DC","5+ years of experience with privacy, data security and technology policy issues
Knowledge of privacy legislative and policy frameworks
Experience counseling clients around privacy, data security, or policy issues and developing approaches to product experiences
Experience managing cross-functional projects and prioritizing multiple simultaneous projects","JD, MPP, or technical degree
Excellent communication skills and collaborative work ethic","Help drive the drafting and enforcement of the policies governing the use and sharing of data in the context of third-party partnerships
Work with software developers, designers, lawyers, product managers, and others to help interdisciplinary teams simultaneously address policy, legal, engineering, user interface, business, marketing and other privacy requirements
Serve as an effective voice for Facebook regarding privacy issues, including in external meetings and conferences — particularly around how to develop greater responsibility and accountability in the app developer ecosystem
Build consensus around innovative solutions to privacy in new technologies and contexts"
"Privacy & Public Policy Manager, Partnerships","Washington, DC","5+ years of experience with privacy, data security and technology policy issues
Knowledge of privacy legislative and policy frameworks
Experience counseling clients around privacy, data security, or policy issues and developing approaches to product experiences
Experience managing cross-functional projects and prioritizing multiple simultaneous projects","JD, MPP, or technical degree
Excellent communication skills and collaborative work ethic","Help drive the drafting and enforcement of the policies governing the use and sharing of data in the context of third-party partnerships
Work with software developers, designers, lawyers, product managers, and others to help interdisciplinary teams simultaneously address policy, legal, engineering, user interface, business, marketing and other privacy requirements
Serve as an effective voice for Facebook regarding privacy issues, including in external meetings and conferences — particularly around how to develop greater responsibility and accountability in the app developer ecosystem
Build consensus around innovative solutions to privacy in new technologies and contexts"
"Research Scientist, AR Audio - Room Acoustics (PhD University Grad)","Redmond, WA","Experience in the design and execution of psychoacoustic experiments
Experience with machine learning algorithms and techniques",,"Currently has or is in the process of obtaining a PhD in Acoustics, Electrical Engineering, Computer Science or related fields
3+ years experience with audio signal processing, echo cancellation, or blind system identification
3+ years of experience in real-time audio and audio algorithms development
4+ years experience in programming in MATLAB, C, or C++
Interpersonal experience: cross-group and cross-culture collaboration
Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
Must be available to start employment on or after January 1, 2019"
"Technical Program Manager, Network Engineering, CDN","Menlo Park, CA","B.S. in a technical discipline or equivalent experience.
4+ years of experience in the networking field, and 2+ years as a Technical Program Manager.
Previous experience with Content Delivery Networks including hardware, software, and systems.
Experience with Project Management tools
Experience in procurement process for network hardware, fiber capacity, and colocation leasing.
Experience contracting and working with Managed Service Providers
Experience interfacing with global internet service providers with a focus on end user throughput and app performance.
Organizational and coordination skills along with multitasking capabilities to get things done in a fast-paced environment.
Proven experience developing program-level roadmaps which require the support of cross-functional teams and driving those teams to deliver on their goals.
Interpersonal skills, including relationship building and collaboration within a diverse, cross-functional team
Experience understanding application requirements and translating needs into network design and capacity plans.
Experience with Internet infrastructure: specifically, IP, BGP routing and content proxy caching","Cisco Certified Network Associate (CCNA)
PMP Certification (PMI)
Web or Internet start-up environment and technical infrastructure management experience.","Manage cross-functional global infrastructure projects in a matrix organization covering a range of areas (network, caching, software, hardware systems, capacity management, efficiency).
Support and guide operations teams' efforts to ensure on-time delivery of Offnet Content Delivery Network (CDN) deployments to grow our international caching capacity.
Develop program level initiatives to increase the efficiency of the operations teams and fuel the velocity of their efforts.
Be able to guide a cross-functional team to develop the right mix of peering and caching for individual ISPs to meet the needs of the constantly evolving Facebook product portfolio.
Evaluate Facebook platform program goals from capacity, reliability, and performance perspectives, and translate these into requirements and drive roadmaps across cross-functional teams.
Support the Software and Production Engineering roadmap to improve our targeting and CDN software stack.
Provide detailed planning support to infrastructure program, data analytics and product teams.
Work with cross-functional engineering teams to pilot and develop new solutions to server our growing demand for network and caching capacity.
Provide support to the team managing our suppliers during vendor selection, negotiation and through the term of the engagement by aligning their service delivery with our program goals and technology roadmap.
Perform risk management and change management on projects.
Provide hands-on program management during analysis, design, development, testing, implementation, and post implementation phases.
Provide day-to-day coordination and quality assurance for projects and tasks.
Drive internal process improvements across multiple teams and functions.
Interface with Engineering and business owners for project requirements and scope."
Training Specialist - Media Operations,"Dublin, Ireland","BA or BS degree or higher
3+ years’ experience in internal and client facing training in an online operations, project management or product support environment
Extensive knowledge of instructional design theory and learning principles
Familiarity with traditional and modern training methods, tools and techniques
Able to thrive in a fast-paced, growth-driven environment
Ability and experience in working independently and a track record of taking initiative in ambiguous, dynamic environments","Training and teaching at scale, knowledge of instructional media
Experience with eLearning design software
Adequate knowledge of learning management software
Interest in operational policy knowledge","Deep dive into operational workflows - identify themes and gaps in knowledge and launch training initiatives to up-skill team's knowledge
Develop and scale our instructor led and eLearning trainings as well as knowledge transfer across our global teams
Create and oversee the production of knowledge documentation (wiki), instructional materials, and related training resources
Collaborate with cross functional teams to lead continuous training improvements in the interest of improving learner experience
Assess training effectiveness to ensure taught skills and techniques are being retained by workforce
Gather, analyze and utilize feedback and data to constantly improve training"
"Enterprise Engineer, Java/JS","London, United Kingdom","BS in Computer Science or equivalent experience
Experience building and supporting production quality software
Experience owning projects from end-to-end
1+ years experience working with a relational database
SQL experience in handling volumes of data, performance tuning
Experience in understanding code bases, including API design techniques
1+ years experience programming in Java, Oracle ADF or JavaScript technologies such as ReactJS or AngularJS
1+ years experience with object-oriented software development
Experience using web services, SOAP, REST APIs, GraphQL Experience developing web or mobile applications Experience partnering with designers to implement pixel-perfect designs",Experience working with or in support of diverse communities Competitive Salary including the following benefits apply: • Medical Benefits • Dental Benefits • Vision Benefits • Pension Benefits • Life Assurance • Childcare Benefits • Gym Benefits • Transport benefits • Laundry Benefit • Posted: 2/10/2018 • Closing date: 30/10/2018,"Work with product managers to drive strategic and tactical initiatives
Architect highly available, scalable, and secure systems
Build features in their entirety
Comply with change management policies to ensure data integrity and system stability
Understand performance metrics for business value
Build interfaces for complex systems and high-quality tools
Passionate about UI/UX and that should reflect in your work
Technical ownership of projects and managing resources"
"VR Real-time Network Engineer, Social VR","Menlo Park, CA","5+ years of professional experience as a software engineer shipping games or other 3D interactive products
Bachelor’s degree in Computer Science, Mathematics, or related field
Shipped multiple products developing real-time networked simulation features
Experience interfacing with other teams to incorporate their innovations and vice versa
C++ and C# programming experience
Thrives in dynamic, fast-paced environments","Virtual reality experience (Rift, Vive, GearVR, etc.)
Windows, Android, and game console programming experience
Unity 3D experience
Cloud services and infrastructure familiarity","Driving design, implementation, and improvements to high performance networked simulation architecture driving real-time interactions in VR
Identify technical requirements and assist in project planning of the execution of a variety of Social VR projects across multiple VR platforms, including but not limited to network quality impact and implementation
Individual contribution to the development of Social VR projects
Engage with FB teams to understand and utilize infrastructure, tools, and services for networked Social VR projects"
"Technical Program Manager, Core Systems","Menlo Park, CA","M.S. in a Computer Science or equivalent experience.
At least ten years of software engineering, systems engineering or similar experience.
Experience in backend reliability, efficiency and performance work.
Communication experience and experience working with technical management teams.
Organizational and coordination experience along with multi-tasking experience.
Analytical and problem-solving experience and experience with large-scale systems and writing code.","Experience working with large-scale distributed systems.
Experience working with distributed NoSQL table stores - Cassandra, HBase, MongoDB, RocksDB.
Experience with configuration management tools.
Experience with Platform as a service for data publishing and real-time serving at large scale.
Experience with distributed performance tracing and critical path analysis.
Experience with distributed traffic tools: request routing and traffic management.
Experience with distributed databases: shard placement, migration, and management.","Manage cross-functional infrastructure software engineering programs in a matrix organization covering a range of areas.
Develop and manage end-to-end project plans and ensure on-time delivery.
Provide hands-on program management during analysis, design, development, testing, implementation, and post implementation phases.
Perform risk management and change management on projects.
Provide day-to-day coordination and quality assurance for projects and tasks.
Drive internal and external process improvements across multiple teams and functions.
Interface with Engineering and business owners for project requirements and scope.
Help drive product decisions to align with higher company initiatives."
"Optical Engineering Intern, Oculus","Menlo Park, CA",,,"Working towards a BS, MS or PhD in optical engineering or related field
Hands-on experiences in optical bench-top system setup, alignment and validation
Strong in sequential or non-sequential optical simulation software, e.g. Zemax, Code V, LightTool etc
Knowledge of imaging, diffractive and/or viewing optics design
Knowledge of optical component metrology"
"Network Engineer, Automation and Tooling",Singapore,"Minimum of 5+ years of experience writing software for network infrastructure.
Solid knowledge of programming languages is needed, Python, Perl, or c++ required as a minimum
Django, PHP, Shell is a plus.
Strong familiarity with Linux OS/networking
Knowledgeable with SQL databases
Experience with network devices (routers, switches, load balancers) and an understanding of network routing protocols
Ability to debug issues within custom code","Experience with design and implementation of network operation systems
High aptitude and technology-agnostic approach to engineering.","Conceptualize, build, and maintain tools to support network deployment and operations.
Proactively find gaps that impact multiple teams/orgs, come up with the execution plan and drive the project and influence other teams to reach there.
Develop automated methods to detect, mitigate and remediate network events.
Help make the people around you move faster by identifying issues slowing the team down and driving changes to address them.
Lead/mentor other folks - Work with other team members from partner teams, understand their challenges, help them find a solution and enable them to write code to address it.
Help with recruiting and onboarding of new members to the team. Help them by mentoring and assuring their quick ramp up within our environment.
Drive requirements with vendors and third parties to align our internal tooling efforts."
"Product Designer, AR/VR","London, United Kingdom","Bachelor's degree in Interactive Design, Game Design, a related field or experience
URL featuring examples of 3D interaction design work
Experience working with game engines like Unity and Unreal
Experience crafting 3D interactive design prototypes
Experience using 3D and 2D art creation software like Cinema4D, Maya, Photoshop, Sketch and Illustrator
Communication experience","Bachelor's degree in Architecture, interior design or industrial design
2+ years of VR, AR or MR development experience
Experience designing for diverse groups of people (international audiences, multi-language localization, accessibility for people with disabilities, etc.)","Conceptualize and iterate on high-quality designs
Contribute to high-level strategic decisions with the rest of the product and executive teams
Document processes and methodology
Contribute to defining interaction patterns for Social VR
Collaborate with PMs, engineers, art team, researchers and content strategists to oversee the user experience of a product from conception until launch (and then some)
Render and animate pre-visualizations to help communicate ideas
Give and solicit feedback from other designers in order to continually raise our bar for quality
Problem solve within game engine (Unity)"
"Network Engineer, Automation and Tooling",Singapore,"Minimum of 5+ years of experience writing software for network infrastructure.
Solid knowledge of programming languages is needed, Python, Perl, or c++ required as a minimum
Django, PHP, Shell is a plus.
Strong familiarity with Linux OS/networking
Knowledgeable with SQL databases
Experience with network devices (routers, switches, load balancers) and an understanding of network routing protocols
Ability to debug issues within custom code","Experience with design and implementation of network operation systems
High aptitude and technology-agnostic approach to engineering.","Conceptualize, build, and maintain tools to support network deployment and operations.
Proactively find gaps that impact multiple teams/orgs, come up with the execution plan and drive the project and influence other teams to reach there.
Develop automated methods to detect, mitigate and remediate network events.
Help make the people around you move faster by identifying issues slowing the team down and driving changes to address them.
Lead/mentor other folks - Work with other team members from partner teams, understand their challenges, help them find a solution and enable them to write code to address it.
Help with recruiting and onboarding of new members to the team. Help them by mentoring and assuring their quick ramp up within our environment.
Drive requirements with vendors and third parties to align our internal tooling efforts."
"Product Designer, AR/VR","London, United Kingdom","Bachelor's degree in Interactive Design, Game Design, a related field or experience
URL featuring examples of 3D interaction design work
Experience working with game engines like Unity and Unreal
Experience crafting 3D interactive design prototypes
Experience using 3D and 2D art creation software like Cinema4D, Maya, Photoshop, Sketch and Illustrator
Communication experience","Bachelor's degree in Architecture, interior design or industrial design
2+ years of VR, AR or MR development experience
Experience designing for diverse groups of people (international audiences, multi-language localization, accessibility for people with disabilities, etc.)","Conceptualize and iterate on high-quality designs
Contribute to high-level strategic decisions with the rest of the product and executive teams
Document processes and methodology
Contribute to defining interaction patterns for Social VR
Collaborate with PMs, engineers, art team, researchers and content strategists to oversee the user experience of a product from conception until launch (and then some)
Render and animate pre-visualizations to help communicate ideas
Give and solicit feedback from other designers in order to continually raise our bar for quality
Problem solve within game engine (Unity)"
Data Analytics Analyst,"Dublin, Ireland","BA/BS degree required (degree in Math, Statistics, Economics, Computer Science, or other quantitative field preferred).
2+ years experience using SQL
Excellent communication skills, and comfort explaining technical issues to both technical and business partners.
Experience analyzing and deriving meaning from large unstructured data sets
Experience with visualization software (Tableau, Pentaho etc.)
Ability to initiate and drive projects to completion with minimal guidance.",,"Develop, build, and maintain reports that contain actionable metrics to monitor the performance of our Operations.
Mine massive amounts of data and extract impactful insights that influence the strategy for Community Operations.
Collaborate with globally distributed subject matter experts to provide analytical support across diverse problem sets."
Business Program Manager,"Menlo Park, CA","8+ years experience in a management consulting, or similar strategic program management role for a tech or consumer company
Experience in social media, software, Internet or digital media industries
Experience working in and influencing global cross-functional teams
Experience influencing at the leadership level
Communicator with analytical experience and business sense
BA/BS degree","Experience leading global projects
MBA","Lead all program management aspects and the successful execution of complex, cross-functional projects
Support and act as an extension of executive level business project sponsors
Build alignment among key project stakeholders and escalate key decisions as required
Spot and creatively solve complex, cross-functional operational issues, often unique to each project
Assemble and mobilize often large teams to execute on project objectives
Continually refine best practices for cross-functional program management consistent with Facebook culture
Domestic and international travel"
Network Modeling and Optimization Engineer,"Menlo Park, CA","Experience using concepts of operations research, stochastic optimization, machine learning, queuing theory, probability theory to construct models for solving network optimization problems.
Experience creating formulation using commercial mathematical optimization software like: Xpress, Gurobi, CPLEX, etc.
Knowledge of Python, C++ or other programming languages coupled with experience creating models for network optimization.","Experience with large data sets and distributed computing (Hive/Hadoop).
Understanding of statistical analysis, experience with packages, such as R, SciPy, NumPy etc.","Work with various teams to understand Facebook's network, user base, performance constraints, and growth requirements.
Create modeling framework for various networking problems such as cross-layer optimization under constraints such as latency/availability, demand uncertainty, risk assessment, and data center optimization.
Data analysis from a large number of data sources to create a network strategy for capacities, location and facilities.
Work with procurement and other teams to devise strategies on hardware and network acquisitions around the globe.
Own the design, development, testing, and tuning of future capacity and topology models."
"Partner Engineer, Games","San Francisco, CA","3+ years experience as a software engineer, technical consultant, game developer or partner/sales engineer.
Software development experience in contemporary languages and environments (for example JavaScript/Node, PHP, Objective-C, Java, C++, .NET, Python, Ruby).","BA/BS in Computer Science or equivalent degree and experience.
Understanding and work experience with live video streaming platforms or HTML5 gaming platforms.
Experience working with external partners or clients.
Existing experience with building Facebook apps or games, integrating Facebook API (e.g. Login, Analytics, Messenger, Live API) or comparable web APIs.
Experience presenting to large technical and business audiences.","Deeply understand Facebook platform architecture around gaming and video (Instant Games, Graph API, Live API) and related product offerings for developers across desktop, web and mobile.
Own technical relationships with strategic partners in Gaming.
Debug complex technical issues as they arise from partners and creators.
Contribute feedback for innovative solutions to help nurture a healthy developer and creator ecosystem.
Develop prototypes for or modifications to tools and services that will help developers and creators succeed.
Manage platform feature launches, testing process and partner/creator education.
Create sample apps and develop best practices to help developers and partners integrating with Facebook.
Developer outreach through conferences, webinars, hackathons and direct interactions.
Willingness and ability to travel ~10-20% of the time."
Quality Assurance Operations Manager,"Menlo Park, CA","Bachelor’s Degree in any number of related fields including Computer Science, Game Production/Development, Business, etc.
10+ years combined experience of QA Project and Program Management in console or PC video games
5+ years experience managing an external vendor
Experience with end-to-end game localization process
Knowledge of game production life cycle, tools, process and execution planning
Experience with Compliance and Certification testing
Knowledge with multiple bug tracking databases","VR experience
Effective communication skills across all levels of an organization
Passionate and familiar with multiple genres of PC and/or console games
Platform QA and hardware development experience","Own the QA and Localization Program across multiple platforms
Own the relationship with our third party QA and Localization partner
Direct the QA/Localization planning and execution of content launches
Manage multiple products in QA simultaneously
Work directly with multiple third party developers from Alpha through to launch, delivering high quality functional releases
Work cross-functionally with multiple internal groups (marketing, comms, software, hardware, content)
Upward reporting of project and testing status on a regular cadence"
"Integration Engineer, Internet.Org Sao Paulo, LATAM","Brasilia, Brazil","Deep hands-on experience of Linux/UNIX systems, Internet protocol stack, system administration, deployment automation, configuration management (Chef)
Hands-on experience configuring, maintaining and troubleshooting common services such as Apache, memcached, squid, MySQL, NFS, DHCP, NTP, SSH, DNS, SNMP, RADIUS, SCTP, DIAMETER
Good overview of the WiFi access, backhaul vendor ecosystem and WiFi device management solutions (Wireless Access Controllers) and AAA systems
Expertise in designing Wi-Fi based solutions in ISP and MNO networks (Data offload, 802.1X authentication etc.)
Experience with core networks (Layers 1-3)
Experience with access networks (air interface, backhaul)
Excellent communication skills including experience speaking to technical and business audiences","Previous experience as a solutions engineer, technical sales consultant or partner/sales engineer in IT/networking field
Good understanding of modern large-scale internet service architectures (load balancing, LAMP stack, CDNs)
Experience in scripting (bash, python)
MNO packet cores","Deeply understand the various Facebook platforms and underlying implementation
Be a technical expert on integrating Wi-Fi network solutions, Facebook software and internet.org core features with ISPs’ infrastructure
Help our partners to launch the internet.org service in their networks
Manage the technical relationship with the ISP partners, provide technical support and handle service outages
Drive partner requirements, bugs and feature requests with Product and Engineering
Write documentation, samples, and other materials to share with the broader Facebook developer community"
Developer Support Engineering Manager,"Menlo Park, CA",,,"4+ years experience in software or internet technology with a focus on developers, gaming and/or consumer applications
BA/BS degree
Design, programming, technical writing, or engineering experience
Product knowledge with experience contributing at both strategic and operational levels (partnering closely with product management and/or engineering to represent market requirements and with developer relations to support product launches)
Development experience with Unity or Unreal
Strategic thinker, analytical and problem solving experience, with experience driving execution at scale
Communication experience including communicating to internal executive and product teams, as well as communications for developer-facing audiences
2+ years people management experience"
AV Deployment Engineer,"London, United Kingdom","BA/BS degree in a technical field or equivalent experience.
5+ years experience with typical event/theatre space technologies
broadcast AV, routing and control systems, production lighting, LED/LCD displays, projection systems, live streaming infrastructure, custom audio visual installations, video conferencing, etc.
3+ years using Computer Aided Drafting software
3+ years experience troubleshooting AV, networking and computer systems.
5+ years experience in project management in enterprise organizations.
3+ years of new construction, retrofit construction / job site experience.
Ability to travel up to 60% of the time.","Creative problem-solving, analytical skills, agile under pressure, and sound business judgment.
Ability to establish priorities, work independently, successfully execute multiple projects.
Detail oriented and ability to produce and deliver executive presentations, produce project status reports, and communicate deliverables to all stakeholders.
Proven vision, leadership, and strategic skills in prioritizing evolving initiatives in a fast-paced, high-tech environment
ability to translate ideas and capabilities into effective initiatives.
Excellent interpersonal and relationship building skills across several diverse technical and non-technical groups.","Build awesome collaboration, presentation, and production environments for Facebook from specification and design through to completion.
Collaborate with peers, users, managers, and internal & external partners to deliver superb AV solutions.
Develop and maintain project schedules and timelines to identify and meet critical milestones and deadlines.
Contribute to the development of future Events, Studio, Conference, and Specialty Spaces.
Innovate and enhance reliability, functionality, and quality of AV systems."
